,episode_idx,topic,round,message,response,knowledge,gold,Q2
651,651,Cardigan (sweater),4,ok buddy good. it is good for cool weather,Wizard: I love cardigans. They are good for cool weather.,"The garment is mostly associated with the college culture of the Roaring Twenties and early 1930s, being also popular throughout the 1950s, the 1970s and the 1990s.","Yeah! It's for the fresh kind of weather, where you can't be without a sweater because it's too cold nor can you be with a jacket because then it gets too hot. You know?",0.0
652,652,The Walking Dead (TV series),4,Carl was one of my favorites. Is the show finished or still running?,The show is still running.,"Together they struggle to survive and adapt in a post-apocalyptic world filled with walkers and opposing groups of survivors, who are often more dangerous than the walkers themselves."," Yes, they are making more episodes. andrew lincoln plays the shows sheriff",0.0
653,653,Cycling,3,"Well, I'm just a casual rider. What type of rider are you?","Wizard: Well, I'm a professional biker.",The California Trail was an emigrant trail of about across the western half of the North American continent from Missouri River towns to what is now the state of California.,I am a mountain biker. I enjoy riding over rough terrain and up and down mountains.  have you heard of this sport?,0.0
654,654,Hot dog,4,This type of sausage was culturally imported from Germany and popularized in the United States,Hot dogs are a great casual food with sausage in a bun.,"Typical garnishes include mustard, ketchup, onions, mayonnaise, relish, coleslaw, cheese, chili, olives, and sauerkraut.","Yea, they are also classified as sausage sandwiches",0.0
655,655,The Walking Dead (TV series),4,What other actors are in the show?,Wizard: there are a lot of actors in the show.,"Together they struggle to survive and adapt in a post-apocalyptic world filled with walkers and opposing groups of survivors, who are often more dangerous than the walkers themselves.","not sure, but I know it takes place in atlanta gorgia and later virginia",0.0
656,656,Discovery Channel,4,"I've seen that before, it sounds cool. I respect the dangerous work they do.","Rowe has narrated programs on the Discovery Channel, The Science Channel and National Geographic","Rowe has narrated programs on the Discovery Channel, The Science Channel and National Geographic Channel such as ""Deadliest Catch"", ""How the Universe Works"", and ""Shark Week"".",Cannot believe that Deadliest Catch started in 2005 and it is still on and airs in over 200 countries.,0.76
657,657,American football,4,I wonder who even thought up this game. There seems like there are a lot of confusing rules.,"Wizard: Yes, there are a lot of confusing rules.","American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",Walter Camp created a hybrid of rugby that became American football.,0.0
658,658,American football,3,My husband loves the Giants.  My best friend is a Jet fanatic lol I am like OMG when is the season over ,Apprentice is not a fan of American football. Wizard is a fan of American football.,"In Canada, the term ""football"" may refer to Canadian football and American football collectively, or to either sport specifically, depending on context.","thats funny! i just don't like the fact that you have to advance the ball 10 yards in four downs, or they turn over the ball, its so confusing",0.0
659,659,Green,3,But blue and yellow aren't even complementary!,Wizard: I suppose I like green because it's the color in between my two favorite colors,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.","Haha, I like blue and yellow because they're the colors of the Swedish flag!",0.0
660,660,Green,4,"I like it because its the color of nature, would you paint your living room green?","Wizard: Yes, I would. It's the color of nature.",Photosynthesis is a process used by plants and other organisms to convert light energy into chemical energy that can later be released to fuel the organisms' activities (energy transformation).,Yes! Because its the largest contributor to green in nature is chlorophyll,0.0
661,661,John Grisham,3,Do you know where he lives?,John Grisham lives in Mississippi.,John Grisham graduated from Mississippi State University before attending the University of Mississippi School of Law in 1981.,"He lives outside Oxford, Mississippi. His books have been translated into 42 languages.",0.0
662,662,American football,4,Yes i do but not with full concentration so i still do not know much about it. What are the rules of the game,"Wizard: Well, the rules of the game are pretty simple. The goal is to score points",The history of American football can be traced to early versions of rugby football and association football.,"Oh I have no clue, but within the US the college version of footballs garners high tv ratings",0.0
663,663,American football,4,Wow!  I did not know it was that old.  Do you know who the teams were?,"Wizard: Yes, the first football game was played on November 6, 1869. The teams were","American football evolved in the United States, originating from the sports of association football and rugby football.",The teams were Rutgers and Princeton. Two college teams.,0.0
664,664,Skiing,4,What meaning did ski have? That's so interesting! Did they ski for recreation?,"Skiing, believe it or not, was originated in Norway and the word ski is pretty common","Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.","I think skiing was originally a purely utilitarian activity, and it was first started in the mid-1800's as a recreational sport. ",0.0
