,episode_idx,topic,round,message,response,knowledge,gold,Q2
600,600,Cardigan (sweater),3,Me too. My fav is the waterfall style but it's going out of fashion now I think,"Rosa Parks died of natural causes on October 24, 2005, at the age of 92,",no_passages_used,"But the pullover does not open in front but must be ""pulled over"" the head to be worn.",0.0
601,601,Skiing,4,Snowboarding completely eliminates the needs for those poles too. Interesting that they used to only use one pole. Maybe they were the first snowboarders!,Vladimir Tismaneanu is a noted author of memoirs. This part of his work,no_passages_used,"The developers of snowboarding got inspiration from skateboarding, sledding, surfing and skiing. I also used to skateboard and surf when I was younger, but I would look a little silly skateboarding now. Have you ever gone surfing?",0.0
603,603,Harry Potter,4,Is Harry Potter and the Sorcerer's Stone the first book of the series?,"The second season did considerably better, making it into the Top 20 finishing its second season (1996",Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,"Yes it is, then it was the harry potter and the chamber of secrets.",0.0
604,604,Waterfowl hunting,3,"Sort of yes, it is duckhunting and you sometimes have a dog with you to retrieve them","Donovan published an autobiography, Fatso, in 1987.","In many western countries, commercial waterfowl hunting is prohibited, and duck hunting is primarily an outdoor sporting activity.",Are shotguns usually the go to gun for this?,0.0
605,605,Drama school,4,So the kids have to compete just to get into the schools themselves? Do they have official competitions of some kind?,The movie was released in 1987.,Some schools make this a two-stage process.,"Usually students begin to think about their entry plan starting in the 11th grade, so it can get pretty competitive.",0.0
606,606,Instagram,3,"I guess that is true, I just don't like those ads!!","Durant signed with the Warriors on a two-year, $54.3 million contract with ","It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 as a free mobile app exclusively for the iOS operating system.","I guess the owner facebook, need the ad revenue to keep it going so i guess its ok",0.0
607,607,Cheerleading,3,"Yes, they have lots of spirit too.","No, he did not accept that appointment.",It can range from chanting slogans to intense physical activity.,Slogans are often chanted during the games,0.0
608,608,Skiing,4,"Yes it is. It looks hard to do. Even if you could get your balance, to actually navigate the snow would be hard.",Santorum served in the United States Senate representing Pennsylvania from 1995 to 2007,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",I love watching all the talented sking events at the olympic games,0.0
609,609,Elvis Presley,3,"That's long ago, how long did his career last?",Monteux made a large number of recordings throughout his career. His first recording was as ,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".","Well he died in 1977, at the age of 42.  That ended is career as a singer and actor",0.0
610,610,Ireland,4,Throw in this Brexit business which only makes things worse.,"The hero's first name, Milos, is a Slavic given name","The civil war was waged between two opposing groups, Irish republicans and Irish nationalists, over the Anglo-Irish Treaty.","The Irish exited in 1921, I did not know they were know as the Irish Free State then.",0.0
611,611,Elvis Presley,3,"Yes, I love that song! I really like his version of ""My Way""","Hattie McDaniel died of breast cancer at age 57 on October 26,","Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",Elvis started his music career in 1954 recording at Sun Records with producer Sam Phillips.,0.0
613,613,Bowling,3,That's true. I heard that at most places you have to actually pay to rent shoes. ,Black sold none.,"A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.","Yes, I think I have always pay for that. Even when the maximum score is 300, I think mine is like half that.",0.0
614,614,Online shopping,3,isn't it amazing? and then it gets delivered right to your door,"Jenner was the American champion in the men's decathlon event in 1974, and","A typical online store enables the customer to browse the firm's range of products and services, view photos or images of the products, along with information about the product specifications, features and prices.",I love the search option that stores have so I can find what I need rather quickly.,0.0
615,615,Bowling,4,What is the target?,Timmons moved to New York in 1954. He played with Kenny Dorham in,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",target is usually to knock over pins at the end of a lane,0.0
616,616,American football,4,yes and our players seem to be a lot bigger than rugby players,Robert Owen became the manager of the New Lanark mill in January 1800.,Michigan was independent of any conference until 1896 when it became one of the founding members of the Western Conference (now known as the Big Ten Conference).,"That's the truth, the first football game was played in November of 1869. ",0.0
617,617,Elvis Presley,4,"wow, my husband is from Mississippi! I bet they have Elvis museum somewhere in MS",Starr and the other members of the Beatles were appointed Members of the Order of the British Empire,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","I'm sure there is, there is definetely one in Memphis. Elvis began his music career in 1954.",0.0
